Datum von;Datum bis;Gesamt (Netzlast) [MWh] Berechnete Auflösungen;Residuallast [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen
04.10.2022;05.10.2022;163.957,50;137.979,75;11.114,75
05.10.2022;06.10.2022;169.596,50;132.833,75;13.014,75
06.10.2022;07.10.2022;172.186,75;148.061,50;15.558,75
07.10.2022;08.10.2022;168.105,00;149.010,50;10.200,00
08.10.2022;09.10.2022;137.094,50;116.166,00;11.957,75
09.10.2022;10.10.2022;124.882,50;91.269,25;13.354,75
10.10.2022;11.10.2022;170.424,25;148.018,75;15.301,00
11.10.2022;12.10.2022;173.446,50;160.586,75;14.333,75
12.10.2022;13.10.2022;173.469,75;160.488,75;6.020,50
13.10.2022;14.10.2022;172.824,75;160.939,25;8.122,50
14.10.2022;15.10.2022;170.852,25;156.332,50;6.840,50
15.10.2022;16.10.2022;141.494,25;114.593,50;10.906,75
16.10.2022;17.10.2022;126.141,00;103.079,75;19.940,00
17.10.2022;18.10.2022;167.800,25;141.578,50;11.428,75
18.10.2022;19.10.2022;172.018,25;151.575,00;11.684,75
19.10.2022;20.10.2022;172.789,75;157.105,50;8.995,00
20.10.2022;21.10.2022;175.577,75;159.867,00;9.524,00
21.10.2022;22.10.2022;173.612,50;156.921,25;9.708,00
22.10.2022;23.10.2022;135.967,25;109.295,75;17.843,00
23.10.2022;24.10.2022;122.414,75;96.700,50;13.446,50
24.10.2022;25.10.2022;172.204,50;147.123,25;17.252,25
25.10.2022;26.10.2022;171.092,25;143.628,25;12.220,50
26.10.2022;27.10.2022;171.213,50;148.992,75;8.893,00
27.10.2022;28.10.2022;168.551,00;144.130,00;8.008,25
28.10.2022;29.10.2022;167.664,25;147.128,50;7.425,00
29.10.2022;30.10.2022;130.980,75;111.884,50;9.992,50
30.10.2022;31.10.2022;120.261,25;102.414,25;13.797,50
31.10.2022;01.11.2022;138.601,00;124.630,50;4.587,25
01.11.2022;02.11.2022;126.354,50;104.012,25;18.043,00
02.11.2022;03.11.2022;169.513,25;147.996,50;17.359,25
03.11.2022;04.11.2022;175.032,50;155.958,50;10.826,25
04.11.2022;05.11.2022;171.310,25;156.187,00;9.764,25
05.11.2022;06.11.2022;141.330,50;132.749,25;6.879,25
06.11.2022;07.11.2022;129.935,75;108.090,00;20.699,25
07.11.2022;08.11.2022;173.067,00;150.614,50;16.927,25
08.11.2022;09.11.2022;177.931,00;155.937,50;12.276,50
09.11.2022;10.11.2022;180.124,50;162.916,00;16.366,75
10.11.2022;11.11.2022;176.794,75;156.642,50;15.672,25
11.11.2022;12.11.2022;176.345,75;164.404,75;12.398,50
12.11.2022;13.11.2022;141.915,75;129.292,00;5.211,00
13.11.2022;14.11.2022;132.288,50;107.462,50;10.889,00
14.11.2022;15.11.2022;179.962,00;159.641,25;10.783,00
15.11.2022;16.11.2022;180.387,50;166.419,25;13.085,25
16.11.2022;17.11.2022;177.624,25;160.550,00;12.197,25
17.11.2022;18.11.2022;181.719,00;157.008,50;16.890,25
18.11.2022;19.11.2022;180.167,00;161.683,75;12.461,00
19.11.2022;20.11.2022;147.685,25;136.985,25;11.281,75
20.11.2022;21.11.2022;135.191,75;112.138,25;16.713,00
21.11.2022;22.11.2022;179.287,75;151.485,00;9.482,00
22.11.2022;23.11.2022;186.367,75;170.144,75;10.666,75
23.11.2022;24.11.2022;185.624,25;161.097,75;14.129,50
24.11.2022;25.11.2022;186.631,50;163.373,75;12.492,75
25.11.2022;26.11.2022;186.017,75;173.596,00;15.140,75
26.11.2022;27.11.2022;150.265,25;139.117,50;9.781,50
27.11.2022;28.11.2022;141.443,75;125.013,00;17.129,75
28.11.2022;29.11.2022;186.352,25;178.620,75;15.293,50
29.11.2022;30.11.2022;189.514,50;186.745,50;11.535,75
30.11.2022;01.12.2022;189.812,50;185.755,25;14.109,25
01.12.2022;02.12.2022;191.527,25;186.884,75;10.080,00
02.12.2022;03.12.2022;189.261,75;186.560,25;10.866,25
03.12.2022;04.12.2022;155.416,25;150.398,75;7.354,50
04.12.2022;05.12.2022;144.512,75;142.070,75;14.370,25
05.12.2022;06.12.2022;186.676,75;180.080,50;11.748,50
06.12.2022;07.12.2022;191.360,75;185.376,50;12.626,50
07.12.2022;08.12.2022;193.785,50;185.031,00;16.261,50
08.12.2022;09.12.2022;194.093,75;185.630,50;12.975,50
09.12.2022;10.12.2022;192.938,50;187.916,25;13.472,75
10.12.2022;11.12.2022;159.459,00;156.145,25;13.695,75
11.12.2022;12.12.2022;149.076,75;145.426,00;10.487,00
12.12.2022;13.12.2022;196.369,75;189.367,50;13.737,50
13.12.2022;14.12.2022;203.758,75;184.961,00;14.222,50
14.12.2022;15.12.2022;201.838,00;196.482,50;15.147,50
15.12.2022;16.12.2022;198.104,50;193.312,75;13.441,75
16.12.2022;17.12.2022;190.791,75;186.796,75;12.600,75
17.12.2022;18.12.2022;165.489,75;160.275,50;5.483,00
18.12.2022;19.12.2022;155.057,25;147.548,00;9.435,00
19.12.2022;20.12.2022;185.745,00;174.889,00;16.812,75
20.12.2022;21.12.2022;182.168,75;168.046,25;15.421,75
21.12.2022;22.12.2022;172.041,25;148.082,00;11.120,75
22.12.2022;23.12.2022;162.451,25;129.140,00;15.579,75
23.12.2022;24.12.2022;146.366,75;120.981,75;9.430,25
24.12.2022;25.12.2022;122.300,50;100.610,00;15.778,75
25.12.2022;26.12.2022;112.011,25;92.323,25;15.594,25
26.12.2022;27.12.2022;118.623,50;92.646,00;20.755,50
27.12.2022;28.12.2022;135.532,75;115.333,25;19.649,00
28.12.2022;29.12.2022;138.760,50;114.657,50;20.563,50
29.12.2022;30.12.2022;133.754,50;108.858,50;12.008,00
30.12.2022;31.12.2022;132.518,25;110.132,00;12.628,75
31.12.2022;01.01.2023;116.716,50;89.779,00;16.946,00
01.01.2023;02.01.2023;109.691,75;85.766,25;16.966,25
02.01.2023;03.01.2023;141.767,75;114.119,00;10.750,75
03.01.2023;04.01.2023;150.891,00;139.536,75;8.146,75
04.01.2023;05.01.2023;161.869,50;130.133,75;19.595,25
05.01.2023;06.01.2023;156.398,25;127.761,00;12.344,50
06.01.2023;07.01.2023;128.157,50;113.036,25;12.675,50
07.01.2023;08.01.2023;127.950,50;110.863,50;11.120,25
08.01.2023;09.01.2023;127.188,25;108.394,25;14.290,25
09.01.2023;10.01.2023;174.571,00;145.741,25;8.589,50
10.01.2023;11.01.2023;183.647,50;161.834,25;10.129,50
11.01.2023;12.01.2023;185.116,00;158.840,50;11.163,75
12.01.2023;13.01.2023;185.827,25;150.432,25;9.592,25
13.01.2023;14.01.2023;181.915,75;144.705,50;9.762,25
14.01.2023;15.01.2023;149.234,25;119.407,50;11.245,50
15.01.2023;16.01.2023;137.888,75;109.329,00;16.252,50
16.01.2023;17.01.2023;187.870,25;156.981,50;2.779,25
17.01.2023;18.01.2023;193.202,50;176.404,00;8.890,25
18.01.2023;19.01.2023;197.080,25;190.176,00;6.215,75
19.01.2023;20.01.2023;199.207,75;187.661,25;10.167,50
20.01.2023;21.01.2023;193.014,75;188.172,75;4.273,50
21.01.2023;22.01.2023;164.548,25;155.058,75;9.651,25
22.01.2023;23.01.2023;150.513,75;147.422,75;7.857,50
23.01.2023;24.01.2023;196.236,75;182.768,25;6.705,25
24.01.2023;25.01.2023;199.162,00;190.168,25;9.681,75
25.01.2023;26.01.2023;199.031,25;197.646,50;6.645,00
26.01.2023;27.01.2023;201.163,00;200.255,25;5.454,25
27.01.2023;28.01.2023;197.012,00;194.041,25;6.450,50
28.01.2023;29.01.2023;161.373,25;157.411,25;3.655,25
29.01.2023;30.01.2023;148.710,75;140.072,75;6.603,75
30.01.2023;31.01.2023;197.534,75;174.186,50;5.434,00
31.01.2023;01.02.2023;199.162,50;172.239,00;7.473,75
01.02.2023;02.02.2023;199.246,25;165.632,00;9.026,00
02.02.2023;03.02.2023;197.682,50;163.023,25;10.156,75
03.02.2023;04.02.2023;191.894,25;152.921,50;9.560,75
04.02.2023;05.02.2023;153.751,25;137.303,50;7.057,00
05.02.2023;06.02.2023;146.606,50;142.206,50;11.385,25
06.02.2023;07.02.2023;191.905,25;183.476,00;5.338,00
07.02.2023;08.02.2023;196.045,25;167.036,00;8.009,25
08.02.2023;09.02.2023;197.357,50;161.541,50;6.684,50
09.02.2023;10.02.2023;196.602,00;172.930,25;7.622,50
10.02.2023;11.02.2023;191.471,75;167.355,50;7.957,50
11.02.2023;12.02.2023;155.580,75;130.977,50;10.958,25
12.02.2023;13.02.2023;138.374,00;119.476,50;5.697,50
13.02.2023;14.02.2023;185.877,00;165.482,25;8.973,25
14.02.2023;15.02.2023;190.413,75;175.152,25;7.008,00
15.02.2023;16.02.2023;190.835,50;172.794,00;5.837,75
16.02.2023;17.02.2023;186.748,25;155.781,75;9.517,25
17.02.2023;18.02.2023;180.788,50;143.814,25;14.230,50
18.02.2023;19.02.2023;146.327,50;106.499,00;7.825,00
19.02.2023;20.02.2023;133.379,75;101.372,25;5.792,75
20.02.2023;21.02.2023;170.820,50;128.096,00;11.830,75
21.02.2023;22.02.2023;173.796,75;144.485,75;7.680,75
22.02.2023;23.02.2023;178.309,50;156.511,00;9.078,25
23.02.2023;24.02.2023;177.551,75;166.174,00;3.125,75
24.02.2023;25.02.2023;176.840,00;160.814,50;4.905,50
25.02.2023;26.02.2023;150.294,50;126.851,25;11.100,75
26.02.2023;27.02.2023;144.907,50;115.614,75;9.152,00
27.02.2023;28.02.2023;189.896,50;147.031,75;5.253,25
28.02.2023;01.03.2023;193.649,25;160.042,75;4.572,50
01.03.2023;02.03.2023;191.260,50;152.935,00;6.344,75
02.03.2023;03.03.2023;188.402,75;160.344,50;4.107,00
03.03.2023;04.03.2023;182.588,25;162.136,00;5.695,75
04.03.2023;05.03.2023;154.339,50;136.014,75;7.954,75
05.03.2023;06.03.2023;142.385,00;133.292,50;8.762,00
06.03.2023;07.03.2023;187.113,75;172.296,75;5.347,25
07.03.2023;08.03.2023;189.521,00;151.192,00;9.143,25
08.03.2023;09.03.2023;188.589,75;157.290,50;4.604,25
09.03.2023;10.03.2023;179.623,75;132.938,00;5.044,25
10.03.2023;11.03.2023;180.587,50;138.338,75;6.667,50
11.03.2023;12.03.2023;149.180,75;118.413,25;6.640,50
12.03.2023;13.03.2023;136.730,50;111.295,00;13.244,75
13.03.2023;14.03.2023;174.042,25;130.459,75;14.763,75
14.03.2023;15.03.2023;181.961,00;142.194,50;12.037,25
15.03.2023;16.03.2023;185.248,00;157.844,50;8.539,75
16.03.2023;17.03.2023;178.350,75;140.180,25;11.969,75
17.03.2023;18.03.2023;171.754,00;140.306,00;5.783,75
18.03.2023;19.03.2023;134.539,50;101.174,00;8.765,50
19.03.2023;20.03.2023;124.491,25;101.780,75;9.487,25
20.03.2023;21.03.2023;170.895,00;151.062,50;2.841,50
21.03.2023;22.03.2023;172.096,00;149.116,25;3.265,25
22.03.2023;23.03.2023;168.942,25;126.465,75;7.636,50
23.03.2023;24.03.2023;172.928,50;143.117,00;7.910,25
24.03.2023;25.03.2023;173.078,50;138.415,75;9.590,00
25.03.2023;26.03.2023;140.080,75;91.444,00;16.540,75
26.03.2023;27.03.2023;124.676,50;90.140,75;9.968,00
27.03.2023;28.03.2023;170.357,50;131.289,00;10.874,25
28.03.2023;29.03.2023;174.947,25;135.445,50;9.519,75
29.03.2023;30.03.2023;175.368,00;146.701,75;5.721,25
30.03.2023;31.03.2023;176.512,25;139.402,00;11.443,75
31.03.2023;01.04.2023;167.949,75;121.650,75;7.262,25
01.04.2023;02.04.2023;144.430,50;103.544,50;17.842,00
02.04.2023;03.04.2023;130.127,75;106.574,75;9.606,25
03.04.2023;04.04.2023;176.247,25;144.921,00;8.559,50
04.04.2023;05.04.2023;175.950,75;125.754,25;8.453,25
05.04.2023;06.04.2023;174.637,00;133.153,75;8.009,50
06.04.2023;07.04.2023;167.900,25;131.376,75;8.876,75
07.04.2023;08.04.2023;126.321,00;105.119,50;6.104,25
08.04.2023;09.04.2023;121.936,50;106.378,50;1.906,50
09.04.2023;10.04.2023;109.068,00;72.762,50;12.033,00
10.04.2023;11.04.2023;112.857,25;66.823,25;14.909,00
11.04.2023;12.04.2023;160.498,50;119.836,50;11.207,00
12.04.2023;13.04.2023;171.133,50;142.058,50;10.073,50
13.04.2023;14.04.2023;171.069,25;140.336,25;14.428,75
14.04.2023;15.04.2023;161.887,75;125.295,75;5.518,00
15.04.2023;16.04.2023;134.030,75;108.029,75;7.458,25
16.04.2023;17.04.2023;125.075,75;111.189,50;4.777,25
17.04.2023;18.04.2023;169.334,25;147.116,75;6.494,50
18.04.2023;19.04.2023;175.405,50;144.642,75;6.737,00
19.04.2023;20.04.2023;176.874,50;153.568,00;10.025,75
20.04.2023;21.04.2023;174.946,00;154.581,25;5.544,75
21.04.2023;22.04.2023;165.004,75;127.981,25;10.978,00
22.04.2023;23.04.2023;128.033,00;95.011,25;9.302,75
23.04.2023;24.04.2023;115.350,75;78.105,75;10.572,75
24.04.2023;25.04.2023;165.182,00;123.533,75;10.179,25
25.04.2023;26.04.2023;173.310,00;150.394,75;11.421,75
26.04.2023;27.04.2023;169.434,75;136.591,25;11.164,00
27.04.2023;28.04.2023;166.546,75;132.571,25;10.913,00
28.04.2023;29.04.2023;164.763,75;144.593,50;2.639,50
29.04.2023;30.04.2023;130.808,50;100.611,00;8.533,75
30.04.2023;01.05.2023;112.805,50;76.350,50;11.663,50
01.05.2023;02.05.2023;112.320,50;87.947,50;10.776,50
02.05.2023;03.05.2023;158.313,25;124.367,25;9.190,50
03.05.2023;04.05.2023;161.573,50;115.377,75;8.598,25
04.05.2023;05.05.2023;158.247,75;105.660,75;8.580,75
05.05.2023;06.05.2023;160.101,50;130.740,50;5.612,00
06.05.2023;07.05.2023;123.996,50;86.901,50;7.096,50
07.05.2023;08.05.2023;114.164,75;82.915,25;13.449,50
08.05.2023;09.05.2023;160.481,00;143.102,00;5.559,75
09.05.2023;10.05.2023;164.111,00;131.371,75;6.528,75
10.05.2023;11.05.2023;164.653,25;136.131,25;6.172,75
11.05.2023;12.05.2023;164.160,25;145.574,75;3.837,00
12.05.2023;13.05.2023;160.691,00;136.925,25;4.640,75
13.05.2023;14.05.2023;128.461,50;103.937,75;7.398,50
14.05.2023;15.05.2023;114.367,50;86.202,25;8.110,75
15.05.2023;16.05.2023;156.918,75;124.387,50;6.665,00
16.05.2023;17.05.2023;167.181,75;142.329,25;7.056,50
17.05.2023;18.05.2023;159.182,25;119.788,50;11.618,50
18.05.2023;19.05.2023;120.213,50;72.043,50;10.287,00
19.05.2023;20.05.2023;134.385,50;104.303,25;9.610,00
20.05.2023;21.05.2023;120.521,00;77.816,00;12.519,25
21.05.2023;22.05.2023;110.866,75;67.999,25;11.947,25
22.05.2023;23.05.2023;155.858,50;115.444,00;6.538,00
23.05.2023;24.05.2023;163.045,25;130.853,50;9.205,00
24.05.2023;25.05.2023;161.563,75;130.364,00;4.784,50
25.05.2023;26.05.2023;159.736,75;110.266,25;8.615,50
26.05.2023;27.05.2023;154.611,75;102.389,75;9.861,75
27.05.2023;28.05.2023;121.525,00;65.042,00;9.490,00
28.05.2023;29.05.2023;101.926,50;49.947,75;12.105,25
29.05.2023;30.05.2023;105.020,00;49.344,50;11.993,75
30.05.2023;31.05.2023;148.317,75;91.281,00;8.159,25
31.05.2023;01.06.2023;154.794,25;90.120,00;8.621,00
01.06.2023;02.06.2023;156.398,75;106.409,00;8.371,75
02.06.2023;03.06.2023;150.181,25;97.252,25;6.601,00
03.06.2023;04.06.2023;119.594,25;64.992,50;11.250,75
04.06.2023;05.06.2023;105.877,50;55.127,75;10.713,50
05.06.2023;06.06.2023;148.203,25;98.484,25;5.748,75
06.06.2023;07.06.2023;152.946,50;105.474,25;6.290,75
07.06.2023;08.06.2023;149.931,75;107.829,50;5.968,75
08.06.2023;09.06.2023;115.101,25;75.427,25;6.851,50
09.06.2023;10.06.2023;127.784,75;76.616,25;8.160,25
10.06.2023;11.06.2023;117.508,50;66.266,00;7.419,75
11.06.2023;12.06.2023;110.664,50;54.249,25;13.633,75
12.06.2023;13.06.2023;155.119,75;97.283,00;7.593,75
13.06.2023;14.06.2023;160.655,00;98.039,50;7.594,00
14.06.2023;15.06.2023;161.978,25;111.778,75;7.620,50
15.06.2023;16.06.2023;160.612,75;115.494,00;4.934,75
16.06.2023;17.06.2023;155.652,75;112.939,00;3.191,50
17.06.2023;18.06.2023;123.354,00;79.331,75;4.754,25
18.06.2023;19.06.2023;112.881,25;69.907,25;5.498,50
19.06.2023;20.06.2023;161.988,00;120.785,00;7.488,75
20.06.2023;21.06.2023;168.168,25;118.466,25;3.676,50
21.06.2023;22.06.2023;170.178,00;137.623,50;6.181,50
22.06.2023;23.06.2023;169.055,00;128.694,25;3.619,75
23.06.2023;24.06.2023;159.061,50;110.751,50;2.945,00
24.06.2023;25.06.2023;123.437,75;77.417,25;5.926,75
25.06.2023;26.06.2023;112.506,00;61.392,50;8.693,75
26.06.2023;27.06.2023;161.417,00;110.744,00;8.487,50
27.06.2023;28.06.2023;169.456,00;131.955,00;6.633,00
28.06.2023;29.06.2023;163.603,25;129.721,75;6.262,75
29.06.2023;30.06.2023;163.052,25;128.378,00;3.742,50
30.06.2023;01.07.2023;161.843,25;141.677,00;4.106,50
01.07.2023;02.07.2023;126.083,25;84.588,25;12.546,25
02.07.2023;03.07.2023;113.785,00;64.541,00;10.107,25
03.07.2023;04.07.2023;157.982,25;112.796,00;8.218,75
04.07.2023;05.07.2023;165.139,25;122.368,25;6.649,75
05.07.2023;06.07.2023;164.553,75;111.573,00;8.530,50
06.07.2023;07.07.2023;160.578,25;117.166,25;5.194,50
07.07.2023;08.07.2023;158.838,50;108.212,50;4.031,00
08.07.2023;09.07.2023;129.584,25;84.895,00;7.823,25
09.07.2023;10.07.2023;118.523,75;75.368,00;6.180,50
10.07.2023;11.07.2023;166.794,75;122.757,50;3.461,50
11.07.2023;12.07.2023;172.236,25;127.358,25;7.245,00
12.07.2023;13.07.2023;170.779,00;125.679,50;5.408,25
13.07.2023;14.07.2023;162.805,50;119.750,50;3.538,00
14.07.2023;15.07.2023;158.210,00;117.291,00;4.604,50
15.07.2023;16.07.2023;132.102,50;85.154,75;8.924,00
16.07.2023;17.07.2023;117.518,00;75.320,75;13.361,75
17.07.2023;18.07.2023;158.601,75;113.890,00;6.941,75
18.07.2023;19.07.2023;166.322,00;131.687,50;4.847,50
19.07.2023;20.07.2023;167.422,00;122.039,50;3.037,25
20.07.2023;21.07.2023;163.539,75;119.874,25;4.581,25
21.07.2023;22.07.2023;158.818,50;129.489,75;2.469,50
22.07.2023;23.07.2023;124.521,75;80.797,25;9.241,75
23.07.2023;24.07.2023;114.742,25;69.025,00;8.705,75
24.07.2023;25.07.2023;163.035,25;131.605,50;3.235,75
25.07.2023;26.07.2023;163.227,00;131.417,50;4.030,00
26.07.2023;27.07.2023;163.367,00;130.343,00;8.511,25
27.07.2023;28.07.2023;161.240,75;130.612,50;3.435,75
28.07.2023;29.07.2023;158.045,50;129.229,25;2.057,25
29.07.2023;30.07.2023;124.160,25;84.037,25;6.031,75
30.07.2023;31.07.2023;112.283,00;66.162,75;10.420,00
31.07.2023;01.08.2023;148.065,75;103.644,25;7.248,50
01.08.2023;02.08.2023;155.658,00;108.531,25;6.564,50
02.08.2023;03.08.2023;155.541,50;114.672,25;3.930,50
03.08.2023;04.08.2023;151.483,00;89.514,00;6.113,50
04.08.2023;05.08.2023;147.372,50;120.015,25;3.756,00
05.08.2023;06.08.2023;118.415,00;86.238,25;4.442,75
06.08.2023;07.08.2023;112.676,00;72.599,50;6.806,75
07.08.2023;08.08.2023;144.618,75;96.165,50;8.196,00
08.08.2023;09.08.2023;145.907,25;97.811,50;6.742,75
09.08.2023;10.08.2023;149.681,00;122.379,75;5.780,50
10.08.2023;11.08.2023;145.477,25;103.665,25;6.544,00
11.08.2023;12.08.2023;143.421,00;100.394,25;3.703,00
12.08.2023;13.08.2023;118.426,75;87.659,75;4.082,00
13.08.2023;14.08.2023;109.293,25;80.116,25;8.191,25
14.08.2023;15.08.2023;145.267,50;111.011,00;3.493,75
15.08.2023;16.08.2023;150.231,25;117.667,25;4.277,75
16.08.2023;17.08.2023;149.012,50;111.322,50;2.997,25
17.08.2023;18.08.2023;149.906,00;118.300,00;2.158,75
18.08.2023;19.08.2023;144.430,75;99.551,50;4.765,00
19.08.2023;20.08.2023;120.305,50;82.180,00;4.212,50
20.08.2023;21.08.2023;111.159,75;72.651,50;6.085,75
21.08.2023;22.08.2023;153.685,50;116.147,00;2.337,50
22.08.2023;23.08.2023;159.809,25;120.434,00;3.839,50
23.08.2023;24.08.2023;157.834,75;120.763,50;4.656,50
24.08.2023;25.08.2023;156.917,00;120.835,75;2.434,00
25.08.2023;26.08.2023;153.699,00;121.695,50;2.117,00
26.08.2023;27.08.2023;123.089,50;104.338,75;10.067,25
27.08.2023;28.08.2023;110.338,50;96.136,75;6.718,50
28.08.2023;29.08.2023;152.217,75;136.180,50;5.802,50
29.08.2023;30.08.2023;157.877,50;142.319,75;4.801,50
30.08.2023;31.08.2023;155.493,25;124.951,00;3.322,50
31.08.2023;01.09.2023;155.742,00;120.954,25;7.258,00
01.09.2023;02.09.2023;151.629,50;117.758,00;3.220,25
02.09.2023;03.09.2023;119.750,50;82.220,00;5.496,75
03.09.2023;04.09.2023;109.861,75;77.624,50;7.952,75
04.09.2023;05.09.2023;151.988,50;100.754,50;4.347,50
05.09.2023;06.09.2023;158.834,75;106.207,75;4.252,50
06.09.2023;07.09.2023;158.902,00;112.330,25;4.885,00
07.09.2023;08.09.2023;159.535,00;112.979,25;5.078,50
08.09.2023;09.09.2023;156.716,25;116.819,00;3.878,25
09.09.2023;10.09.2023;128.180,50;92.605,00;4.828,75
10.09.2023;11.09.2023;114.739,50;79.539,00;4.069,50
11.09.2023;12.09.2023;159.096,75;123.508,25;3.393,50
12.09.2023;13.09.2023;166.274,75;133.603,00;4.531,25
13.09.2023;14.09.2023;168.444,75;149.897,00;2.753,00
14.09.2023;15.09.2023;161.967,75;134.452,25;5.493,25
15.09.2023;16.09.2023;155.976,75;119.078,75;6.523,50
16.09.2023;17.09.2023;122.888,25;89.676,50;4.193,25
17.09.2023;18.09.2023;112.498,50;78.798,25;5.361,75
18.09.2023;19.09.2023;161.259,75;135.751,75;5.499,25
19.09.2023;20.09.2023;160.322,00;118.198,00;10.147,75
20.09.2023;21.09.2023;158.392,00;118.930,50;8.549,25
21.09.2023;22.09.2023;160.142,75;133.219,00;4.306,50
22.09.2023;23.09.2023;155.836,00;130.426,25;4.873,75
23.09.2023;24.09.2023;121.580,25;91.706,00;9.170,75
24.09.2023;25.09.2023;108.391,50;72.116,00;11.345,50
25.09.2023;26.09.2023;150.813,75;109.246,25;7.303,50
26.09.2023;27.09.2023;155.147,25;122.298,75;4.772,25
27.09.2023;28.09.2023;156.494,25;124.185,50;4.777,50
28.09.2023;29.09.2023;158.369,00;126.435,50;7.654,00
29.09.2023;30.09.2023;153.306,50;117.336,00;3.387,75
30.09.2023;01.10.2023;119.750,50;94.597,25;5.537,00
01.10.2023;02.10.2023;105.810,25;74.209,75;8.879,25
02.10.2023;03.10.2023;126.609,00;94.587,75;8.416,50
03.10.2023;04.10.2023;117.122,75;74.514,50;11.258,75
04.10.2023;05.10.2023;153.620,75;123.011,50;8.807,25
05.10.2023;06.10.2023;160.254,25;141.882,75;6.452,50
06.10.2023;07.10.2023;155.472,50;126.184,25;7.544,25
07.10.2023;08.10.2023;125.158,25;89.801,50;12.560,50
08.10.2023;09.10.2023;111.491,50;80.265,00;6.513,75
09.10.2023;10.10.2023;161.289,75;133.244,00;4.481,75
10.10.2023;11.10.2023;164.105,25;138.040,25;3.216,50
11.10.2023;12.10.2023;165.222,75;126.924,25;11.639,75
12.10.2023;13.10.2023;166.386,75;136.616,25;6.424,50
13.10.2023;14.10.2023;161.956,25;119.814,25;6.750,25
14.10.2023;15.10.2023;135.556,75;106.229,75;13.379,25
15.10.2023;16.10.2023;123.555,50;97.774,00;14.016,75
16.10.2023;17.10.2023;165.064,25;131.464,00;9.481,25
17.10.2023;18.10.2023;173.307,75;148.579,00;6.160,00
18.10.2023;19.10.2023;177.676,00;154.708,25;5.973,25
19.10.2023;20.10.2023;175.483,75;158.528,00;6.489,00
20.10.2023;21.10.2023;171.730,00;145.996,75;9.045,00
21.10.2023;22.10.2023;137.625,75;106.324,50;13.614,00
22.10.2023;23.10.2023;123.624,75;88.611,75;12.233,25
23.10.2023;24.10.2023;171.468,25;155.676,25;4.375,75
24.10.2023;25.10.2023;177.844,25;170.547,50;4.617,50
25.10.2023;26.10.2023;177.342,75;153.432,75;11.121,75
26.10.2023;27.10.2023;175.915,25;153.111,00;4.342,00
27.10.2023;28.10.2023;170.160,00;142.588,50;5.344,75
28.10.2023;29.10.2023;137.633,00;106.443,50;9.830,50
29.10.2023;30.10.2023;131.730,50;107.235,50;16.467,25
30.10.2023;31.10.2023;166.173,75;147.941,00;4.984,00
31.10.2023;01.11.2023;169.199,25;140.011,25;6.663,75
01.11.2023;02.11.2023;130.461,50;100.833,25;5.810,25
02.11.2023;03.11.2023;168.917,50;146.413,75;10.157,50
03.11.2023;04.11.2023;170.301,50;150.960,75;4.461,75
04.11.2023;05.11.2023;143.238,75;110.286,00;13.492,50
05.11.2023;06.11.2023;130.622,75;90.445,00;13.358,50
06.11.2023;07.11.2023;174.736,75;138.400,00;10.457,75
07.11.2023;08.11.2023;180.523,75;151.081,75;5.967,00
08.11.2023;09.11.2023;181.599,25;149.980,75;8.516,75
09.11.2023;10.11.2023;182.671,50;151.663,25;8.322,00
10.11.2023;11.11.2023;177.067,75;147.187,00;7.841,25
11.11.2023;12.11.2023;146.390,75;111.953,00;5.971,00
12.11.2023;13.11.2023;136.796,00;125.703,50;3.754,75
13.11.2023;14.11.2023;181.056,00;154.071,75;4.431,50
14.11.2023;15.11.2023;184.060,75;151.679,50;6.337,25
15.11.2023;16.11.2023;181.488,25;142.909,00;6.823,75
16.11.2023;17.11.2023;183.559,25;170.958,75;6.585,75
17.11.2023;18.11.2023;181.631,50;170.238,75;4.355,50
18.11.2023;19.11.2023;149.076,25;134.918,00;6.931,25
19.11.2023;20.11.2023;133.039,50;96.549,25;11.985,50
20.11.2023;21.11.2023;176.964,25;146.244,50;3.521,50
21.11.2023;22.11.2023;183.882,00;174.107,75;2.332,75
22.11.2023;23.11.2023;190.683,25;183.012,50;5.556,50
23.11.2023;24.11.2023;189.783,25;160.827,00;9.001,00
24.11.2023;25.11.2023;184.975,50;150.392,25;5.589,25
25.11.2023;26.11.2023;157.743,50;130.564,75;7.503,00
26.11.2023;27.11.2023;145.426,00;130.649,00;6.472,25
27.11.2023;28.11.2023;190.609,00;173.248,50;5.823,00
28.11.2023;29.11.2023;197.157,50;180.785,25;4.394,00
29.11.2023;30.11.2023;197.701,25;178.788,00;5.485,00
30.11.2023;01.12.2023;196.394,75;192.057,50;4.199,50
01.12.2023;02.12.2023;193.934,00;191.634,50;5.150,00
02.12.2023;03.12.2023;165.414,75;161.463,50;3.569,50
03.12.2023;04.12.2023;154.751,75;144.675,50;4.775,25
04.12.2023;05.12.2023;200.691,00;186.443,50;4.856,50
05.12.2023;06.12.2023;197.045,75;171.070,25;5.564,25
06.12.2023;07.12.2023;197.448,75;183.207,00;3.599,50
07.12.2023;08.12.2023;193.406,75;176.048,50;3.906,75
08.12.2023;09.12.2023;188.361,50;176.664,00;5.265,75
09.12.2023;10.12.2023;151.588,25;132.432,75;6.778,00
10.12.2023;11.12.2023;137.819,75;99.828,25;9.078,50
11.12.2023;12.12.2023;181.056,25;148.473,75;4.567,00
